AGE;GENDER;STATE;EDUC;MARRIED;JOB;INC;PEOPLE;PINC;CEREAL;ROOT;VEGAN;FRUITS;MEAT;EGGS;MILK;OIL;SUGAR;WELL;CWELL;PWELL;ORG;CORG;PORG;GARDEN;CGARDEN;PGARDEN;VEG;CVEG;PVEG;GARDV1;GARDV2;GARDV3;GARDV4;GARDV5;NGARD;FGARD;INDEXV;INDEXN;VEGROOT;MEETEGG;DEPRATIO
40.0;1.0;PE;12.0;0.0;1.0;2500.0;4.0;2.0;7.0;7.0;7.0;5.0;6.0;7.0;7.0;6.0;7.0;7.0;3.0;5.0;4.0;5.0;1.0;3.0;5.0;4.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;105.0;3;7.0;7.0;0.5
55.0;1.0;PE;16.0;1.0;1.0;2500.0;1.0;1.0;7.0;4.0;5.0;5.0;2.0;4.0;2.0;2.0;4.0;7.0;1.0;1.0;3.0;4.0;2.0;4.0;1.0;2.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;73.5;3;7.0;6.0;0.0
31.0;1.0;PE;12.0;0.0;0.0;1500.0;2.0;1.0;7.0;0.0;7.0;7.0;3.0;4.0;5.0;4.0;7.0;7.0;4.0;3.0;4.0;4.0;2.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;96.0;3;7.0;7.0;0.5
44.0;0.0;PE;12.0;0.0;1.0;4500.0;3.0;1.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;3.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;112.0;3;7.0;7.0;0.6666666666666666
35.0;1.0;PE;16.0;1.0;1.0;2500.0;1.0;1.0;4.0;2.0;4.0;3.0;5.0;7.0;5.0;4.0;5.0;7.0;3.0;2.0;3.0;4.0;2.0;3.0;4.0;2.0;4.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;82.0;3;6.0;7.0;0.0
41.0;1.0;SP;16.0;1.0;1.0;4500.0;1.0;1.0;5.0;2.0;2.0;1.0;2.0;7.0;1.0;3.0;6.0;5.0;4.0;2.0;5.0;4.0;2.0;4.0;5.0;5.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;68.5;3;7.0;7.0;0.0
40.0;1.0;PE;16.0;0.0;0.0;2500.0;2.0;1.0;7.0;2.0;7.0;7.0;4.0;7.0;5.0;0.0;7.0;7.0;3.0;2.0;1.0;3.0;2.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;81.0;3;7.0;7.0;0.5
36.0;1.0;PE;22.0;0.0;1.0;8000.0;3.0;2.0;7.0;3.0;3.0;5.0;3.0;7.0;0.0;4.0;5.0;5.0;4.0;3.0;5.0;5.0;3.0;5.0;4.0;2.0;5.0;4.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;80.0;3;7.0;7.0;0.3333333333333333
43.0;0.0;PE;14.0;1.0;1.0;6500.0;2.0;2.0;7.0;5.0;7.0;4.0;2.0;7.0;5.0;4.0;7.0;7.0;2.0;1.0;4.0;2.0;2.0;4.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;92.0;3;7.0;7.0;0.0
44.0;1.0;PE;12.0;1.0;1.0;2500.0;3.0;2.0;3.0;0.0;7.0;7.0;4.0;1.0;4.0;7.0;3.0;7.0;1.0;1.0;1.0;2.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;91.0;3;3.0;5.0;0.3333333333333333
53.0;0.0;PE;12.0;0.0;1.0;4500.0;5.0;3.0;7.0;5.0;7.0;6.0;7.0;7.0;7.0;7.0;7.0;0.0;3.0;5.0;1.0;5.0;2.0;1.0;4.0;5.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;107.5;3;7.0;7.0;0.4
32.0;1.0;PE;14.0;1.0;1.0;2500.0;1.0;0.0;5.0;3.0;3.0;3.0;3.0;7.0;7.0;7.0;7.0;2.0;4.0;5.0;5.0;4.0;3.0;5.0;4.0;4.0;4.0;3.0;5.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;89.5;3;7.0;7.0;1.0
48.0;0.0;PE;12.0;0.0;1.0;8000.0;4.0;4.0;7.0;2.0;7.0;5.0;3.0;5.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;82.0;3;7.0;7.0;0.0
48.0;1.0;PE;12.0;0.0;1.0;2500.0;3.0;2.0;3.0;3.0;4.0;3.0;6.0;6.0;2.0;3.0;2.0;2.0;3.0;2.0;4.0;5.0;3.0;4.0;5.0;4.0;5.0;2.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;75.0;3;6.0;7.0;0.3333333333333333
34.0;1.0;PE;12.0;0.0;1.0;4500.0;3.0;2.0;7.0;4.0;5.0;5.0;2.0;5.0;7.0;7.0;6.0;6.0;1.0;3.0;3.0;3.0;2.0;3.0;4.0;4.0;2.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;98.0;3;7.0;7.0;0.3333333333333333
40.0;1.0;PE;16.0;0.0;1.0;2500.0;3.0;1.0;7.0;4.0;7.0;5.0;1.0;7.0;3.0;2.0;7.0;5.0;3.0;1.0;3.0;4.0;2.0;4.0;4.0;3.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;83.0;3;7.0;7.0;0.6666666666666666
65.0;0.0;PE;12.0;0.0;1.0;4500.0;2.0;2.0;7.0;4.0;3.0;3.0;3.0;3.0;5.0;4.0;5.0;2.0;5.0;3.0;5.0;4.0;2.0;2.0;2.0;1.0;4.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;76.5;3;7.0;7.0;0.0
25.0;1.0;PE;14.0;1.0;1.0;6500.0;3.0;3.0;7.0;3.0;2.0;4.0;2.0;2.0;6.0;4.0;7.0;7.0;1.0;1.0;3.0;5.0;2.0;3.0;1.0;2.0;4.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;77.0;3;7.0;7.0;0.0
68.0;1.0;PE;12.0;1.0;0.0;1500.0;5.0;4.0;7.0;6.0;7.0;4.0;4.0;7.0;3.0;3.0;7.0;7.0;2.0;2.0;3.0;3.0;3.0;4.0;4.0;5.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;90.0;3;7.0;7.0;0.2
33.0;1.0;PE;12.0;1.0;1.0;1500.0;4.0;3.0;5.0;0.0;1.0;2.0;1.0;1.0;3.0;2.0;4.0;1.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;42.5;3;5.0;4.0;0.25
34.0;1.0;PE;16.0;0.0;1.0;10000.0;3.0;2.0;7.0;2.0;3.0;4.0;7.0;7.0;2.0;7.0;7.0;7.0;3.0;1.0;1.0;5.0;3.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;97.0;3;7.0;7.0;0.3333333333333333
46.0;0.0;PE;14.0;0.0;1.0;6500.0;4.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;5.0;3.0;3.0;2.0;1.0;1.0;3.0;4.0;3.0;1.0;4.0;4.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;91.5;3;7.0;7.0;0.5
35.0;0.0;RJ;12.0;1.0;1.0;1500.0;5.0;3.0;5.0;2.0;3.0;3.0;2.0;3.0;6.0;4.0;6.0;2.0;2.0;2.0;3.0;3.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;76.0;3;7.0;7.0;0.4
20.0;1.0;CE;12.0;1.0;1.0;1500.0;5.0;2.0;0.0;3.0;7.0;4.0;6.0;6.0;5.0;4.0;7.0;5.0;4.0;2.0;1.0;4.0;4.0;5.0;3.0;2.0;4.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;87.0;3;3.0;7.0;0.6
31.0;1.0;CE;16.0;1.0;1.0;1500.0;4.0;3.0;7.0;4.0;7.0;2.0;5.0;3.0;0.0;7.0;7.0;7.0;2.0;1.0;4.0;3.0;2.0;4.0;5.0;5.0;2.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;89.0;3;7.0;3.0;0.25
28.0;1.0;CE;16.0;0.0;1.0;1500.0;4.0;2.0;7.0;4.0;3.0;7.0;7.0;7.0;2.0;7.0;7.0;1.0;3.0;1.0;2.0;4.0;5.0;3.0;5.0;4.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;97.0;3;7.0;7.0;0.5
50.0;1.0;CE;12.0;0.0;0.0;1500.0;4.0;0.0;7.0;0.0;7.0;7.0;7.0;0.0;3.0;7.0;7.0;7.0;3.0;5.0;4.0;4.0;2.0;5.0;4.0;3.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;96.0;3;7.0;3.0;1.0
40.0;1.0;CE;16.0;0.0;1.0;6500.0;7.0;3.0;7.0;1.0;7.0;7.0;7.0;4.0;7.0;7.0;7.0;7.0;4.0;4.0;5.0;2.0;2.0;4.0;2.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;112.0;3;7.0;7.0;0.5714285714285714
39.0;1.0;RJ;16.0;1.0;1.0;1500.0;2.0;2.0;1.0;1.0;2.0;0.0;1.0;2.0;1.0;5.0;2.0;4.0;4.0;2.0;2.0;3.0;2.0;3.0;1.0;3.0;2.0;2.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;46.0;3;2.0;3.0;0.0
51.0;1.0;PE;12.0;0.0;1.0;1500.0;4.0;2.0;7.0;3.0;7.0;7.0;3.0;5.0;2.0;3.0;5.0;7.0;2.0;3.0;5.0;3.0;2.0;4.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;91.0;3;7.0;7.0;0.5
52.0;1.0;CE;16.0;0.0;1.0;4500.0;2.0;1.0;2.0;7.0;3.0;7.0;1.0;7.0;0.0;7.0;7.0;7.0;3.0;3.0;5.0;4.0;2.0;5.0;4.0;1.0;4.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;94.0;3;7.0;7.0;0.5
24.0;0.0;RJ;14.0;1.0;1.0;2500.0;4.0;2.0;7.0;1.0;7.0;5.0;3.0;7.0;4.0;3.0;7.0;5.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;3.0;2.0;3.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;89.0;3;7.0;7.0;0.5
37.0;0.0;RJ;16.0;1.0;1.0;4500.0;1.0;1.0;5.0;3.0;4.0;4.0;4.0;6.0;3.0;3.0;5.0;4.0;3.0;3.0;4.0;2.0;3.0;3.0;2.0;3.0;3.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;78.5;3;7.0;7.0;0.0
47.0;0.0;RJ;22.0;0.0;1.0;19000.0;2.0;2.0;1.0;5.0;1.0;6.0;6.0;7.0;7.0;0.0;1.0;1.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;3.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;56.0;3;6.0;7.0;0.0
38.0;1.0;PE;12.0;0.0;1.0;2500.0;2.0;2.0;7.0;6.0;6.0;5.0;6.0;7.0;4.0;4.0;4.0;7.0;4.0;4.0;3.0;4.0;3.0;4.0;4.0;3.0;3.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;92.5;3;7.0;7.0;0.0
38.0;1.0;PE;12.0;0.0;1.0;2500.0;2.0;2.0;7.0;6.0;6.0;5.0;6.0;7.0;4.0;4.0;4.0;7.0;4.0;3.0;4.0;4.0;3.0;4.0;4.0;3.0;3.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;92.5;3;7.0;7.0;0.0
40.0;1.0;PE;16.0;0.0;0.0;1500.0;3.0;1.0;7.0;1.0;1.0;1.0;3.0;2.0;5.0;1.0;7.0;3.0;5.0;2.0;3.0;5.0;1.0;3.0;2.0;3.0;5.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;58.0;3;7.0;7.0;0.6666666666666666
27.0;1.0;PE;12.0;0.0;1.0;1500.0;3.0;1.0;5.0;0.0;6.0;5.0;7.0;6.0;2.0;6.0;5.0;5.0;2.0;2.0;4.0;3.0;3.0;4.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;97.0;3;5.0;7.0;0.6666666666666666
45.0;1.0;PE;12.0;0.0;1.0;2500.0;4.0;2.0;7.0;4.0;6.0;3.0;7.0;6.0;4.0;7.0;6.0;6.0;4.0;4.0;5.0;4.0;2.0;5.0;4.0;4.0;2.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;104.0;3;7.0;7.0;0.5
24.0;0.0;SP;14.0;1.0;1.0;27500.0;4.0;4.0;5.0;6.0;2.0;7.0;0.0;6.0;5.0;7.0;7.0;4.0;3.0;2.0;3.0;4.0;2.0;3.0;2.0;2.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;88.5;3;7.0;7.0;0.0
27.0;1.0;PE;16.0;0.0;1.0;4500.0;2.0;2.0;7.0;5.0;6.0;4.0;2.0;7.0;7.0;5.0;5.0;7.0;2.0;1.0;2.0;3.0;2.0;3.0;3.0;2.0;4.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;92.0;3;7.0;7.0;0.0
20.0;1.0;MG;14.0;1.0;1.0;1500.0;1.0;1.0;3.0;0.0;3.0;6.0;1.0;0.0;6.0;0.0;4.0;3.0;4.0;5.0;3.0;4.0;2.0;3.0;4.0;5.0;5.0;4.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;49.5;3;3.0;6.0;0.0
40.0;1.0;SP;16.0;1.0;1.0;2500.0;6.0;6.0;2.0;7.0;7.0;7.0;3.0;0.0;0.0;0.0;0.0;2.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;46.0;3;7.0;0.0;0.0
23.0;1.0;RJ;12.0;1.0;1.0;1500.0;3.0;2.0;7.0;7.0;7.0;7.0;7.0;0.0;2.0;0.0;4.0;4.0;5.0;3.0;4.0;5.0;4.0;4.0;5.0;5.0;5.0;4.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;61.0;3;7.0;2.0;0.3333333333333333
19.0;1.0;SP;14.0;1.0;1.0;8000.0;3.0;3.0;7.0;5.0;7.0;7.0;7.0;0.0;2.0;3.0;2.0;4.0;5.0;5.0;4.0;5.0;2.0;4.0;4.0;4.0;5.0;3.0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;72.0;3;7.0;2.0;0.0
22.0;1.0;SP;14.0;1.0;1.0;4500.0;5.0;3.0;7.0;7.0;7.0;4.0;2.0;7.0;4.0;7.0;7.0;7.0;3.0;1.0;1.0;4.0;2.0;1.0;1.0;1.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;104.0;3;7.0;7.0;0.4
39.0;1.0;RJ;16.0;0.0;1.0;6500.0;2.0;2.0;2.0;4.0;1.0;6.0;6.0;5.0;5.0;5.0;2.0;4.0;1.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;78.0;3;6.0;7.0;0.0
56.0;1.0;RS;16.0;1.0;0.0;8000.0;2.0;2.0;7.0;5.0;5.0;7.0;7.0;5.0;3.0;4.0;4.0;3.0;2.0;3.0;4.0;5.0;3.0;5.0;3.0;2.0;3.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;90.5;3;7.0;7.0;0.0
37.0;1.0;PR;14.0;1.0;1.0;2500.0;2.0;2.0;7.0;3.0;2.0;6.0;1.0;5.0;0.0;7.0;6.0;4.0;1.0;2.0;2.0;4.0;2.0;3.0;2.0;4.0;4.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;80.0;3;7.0;5.0;0.0
62.0;1.0;SP;12.0;0.0;0.0;4500.0;3.0;2.0;7.0;1.0;7.0;5.0;7.0;7.0;2.0;7.0;7.0;7.0;2.0;4.0;5.0;2.0;1.0;3.0;4.0;4.0;2.0;1.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;4.0;110.0;3;7.0;7.0;0.3333333333333333
63.0;1.0;RS;5.0;1.0;0.0;1500.0;1.0;1.0;3.0;2.0;4.0;5.0;3.0;3.0;3.0;4.0;2.0;1.0;3.0;2.0;5.0;4.0;3.0;5.0;2.0;3.0;2.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;71.5;3;5.0;6.0;0.0
58.0;0.0;SP;16.0;1.0;1.0;4500.0;2.0;2.0;7.0;3.0;4.0;7.0;5.0;7.0;5.0;2.0;7.0;4.0;4.0;2.0;3.0;4.0;3.0;4.0;4.0;3.0;4.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;79.5;3;7.0;7.0;0.0
46.0;1.0;MA;16.0;0.0;1.0;4500.0;4.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;2.0;4.0;1.0;4.0;4.0;2.0;4.0;4.0;3.0;4.0;2.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;109.5;3;7.0;7.0;0.5
58.0;0.0;SP;16.0;1.0;1.0;6500.0;2.0;2.0;7.0;4.0;5.0;7.0;5.0;7.0;5.0;3.0;7.0;5.0;4.0;3.0;3.0;4.0;3.0;4.0;4.0;3.0;4.0;2.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;87.0;3;7.0;7.0;0.0
34.0;1.0;RN;16.0;1.0;0.0;1500.0;4.0;1.0;5.0;4.0;5.0;5.0;7.0;3.0;5.0;3.0;2.0;3.0;3.0;3.0;5.0;4.0;3.0;4.0;2.0;4.0;3.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;83.5;3;7.0;7.0;0.75
32.0;1.0;BA;12.0;0.0;1.0;1500.0;3.0;2.0;7.0;0.0;7.0;2.0;2.0;7.0;1.0;7.0;7.0;7.0;2.0;1.0;5.0;3.0;2.0;4.0;2.0;4.0;3.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;102.0;3;7.0;7.0;0.3333333333333333
43.0;1.0;MG;9.0;0.0;0.0;1500.0;3.0;1.0;7.0;0.0;7.0;0.0;0.0;1.0;7.0;0.0;7.0;5.0;2.0;1.0;4.0;2.0;3.0;3.0;5.0;4.0;3.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;69.0;3;7.0;7.0;0.6666666666666666
46.0;1.0;BA;16.0;0.0;1.0;2500.0;4.0;2.0;7.0;7.0;6.0;7.0;7.0;7.0;5.0;7.0;5.0;4.0;4.0;1.0;4.0;4.0;4.0;4.0;4.0;5.0;2.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;106.5;3;7.0;7.0;0.5
63.0;1.0;SP;16.0;0.0;1.0;10000.0;2.0;2.0;6.0;2.0;2.0;2.0;7.0;7.0;2.0;7.0;3.0;3.0;3.0;3.0;4.0;5.0;3.0;4.0;5.0;3.0;5.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;88.0;3;7.0;7.0;0.0
46.0;1.0;BA;16.0;0.0;1.0;2500.0;4.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;111.0;3;7.0;7.0;0.5
62.0;1.0;RJ;14.0;1.0;0.0;4500.0;1.0;1.0;7.0;7.0;5.0;4.0;4.0;4.0;2.0;7.0;7.0;7.0;5.0;4.0;4.0;5.0;3.0;4.0;5.0;4.0;5.0;2.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;96.0;3;7.0;6.0;0.0
54.0;1.0;SP;14.0;1.0;1.0;2500.0;2.0;0.0;3.0;3.0;2.0;4.0;2.0;3.0;6.0;7.0;3.0;4.0;2.0;1.0;3.0;1.0;2.0;1.0;2.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;83.5;3;6.0;7.0;1.0
62.0;1.0;MG;12.0;0.0;0.0;4500.0;2.0;2.0;7.0;6.0;5.0;7.0;7.0;7.0;7.0;7.0;6.0;7.0;4.0;3.0;3.0;3.0;3.0;3.0;5.0;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;105.5;3;7.0;7.0;0.0
43.0;1.0;SP;12.0;1.0;1.0;1500.0;2.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;4.0;7.0;4.0;4.0;1.0;5.0;5.0;2.0;5.0;5.0;3.0;4.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;98.5;3;7.0;7.0;0.0
73.0;1.0;SP;16.0;1.0;1.0;4500.0;2.0;1.0;4.0;3.0;5.0;6.0;4.0;7.0;3.0;7.0;2.0;1.0;4.0;2.0;4.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;5.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;96.5;3;7.0;7.0;0.5
52.0;1.0;SC;12.0;0.0;0.0;2500.0;6.0;5.0;7.0;0.0;7.0;7.0;4.0;7.0;4.0;7.0;7.0;7.0;3.0;2.0;3.0;3.0;1.0;2.0;4.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;109.0;3;7.0;7.0;0.1666666666666666
66.0;1.0;CE;11.0;0.0;0.0;2500.0;3.0;2.0;7.0;4.0;6.0;5.0;7.0;7.0;7.0;7.0;7.0;7.0;3.0;4.0;4.0;5.0;3.0;4.0;5.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;107.0;3;7.0;7.0;0.3333333333333333
36.0;1.0;MG;16.0;0.0;1.0;2500.0;2.0;2.0;3.0;2.0;3.0;3.0;2.0;3.0;4.0;2.0;5.0;6.0;1.0;2.0;2.0;3.0;2.0;4.0;1.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;65.5;3;5.0;7.0;0.0
71.0;1.0;SP;14.0;1.0;0.0;2500.0;5.0;3.0;7.0;1.0;3.0;3.0;7.0;4.0;3.0;7.0;7.0;4.0;1.0;2.0;4.0;4.0;3.0;5.0;5.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;94.5;3;7.0;7.0;0.4
50.0;1.0;PB;16.0;1.0;1.0;2500.0;1.0;0.0;5.0;6.0;5.0;7.0;4.0;7.0;5.0;6.0;5.0;5.0;4.0;3.0;5.0;4.0;3.0;5.0;4.0;2.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;97.0;3;7.0;7.0;1.0
49.0;1.0;BA;16.0;0.0;1.0;2500.0;5.0;3.0;7.0;2.0;7.0;3.0;3.0;3.0;3.0;3.0;7.0;4.0;5.0;4.0;5.0;5.0;3.0;5.0;2.0;2.0;4.0;2.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;82.5;3;7.0;6.0;0.4
55.0;1.0;RS;11.0;1.0;1.0;6500.0;2.0;2.0;4.0;1.0;4.0;7.0;5.0;7.0;1.0;5.0;7.0;1.0;4.0;3.0;4.0;4.0;2.0;4.0;4.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;86.0;3;5.0;7.0;0.0
40.0;1.0;RJ;16.0;1.0;0.0;4500.0;2.0;0.0;7.0;3.0;5.0;0.0;4.0;7.0;0.0;3.0;7.0;6.0;2.0;5.0;4.0;4.0;1.0;3.0;4.0;5.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;79.5;3;7.0;7.0;1.0
33.0;1.0;PR;16.0;0.0;1.0;2500.0;3.0;2.0;7.0;3.0;7.0;4.0;4.0;7.0;7.0;0.0;7.0;3.0;1.0;2.0;1.0;2.0;2.0;2.0;5.0;5.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;76.0;3;7.0;7.0;0.3333333333333333
35.0;1.0;RS;16.0;1.0;1.0;1500.0;1.0;0.0;3.0;1.0;2.0;7.0;3.0;3.0;0.0;3.0;0.0;3.0;3.0;4.0;3.0;4.0;5.0;3.0;3.0;5.0;3.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;49.5;3;4.0;3.0;1.0
50.0;1.0;BA;16.0;0.0;1.0;2500.0;2.0;2.0;3.0;5.0;7.0;7.0;7.0;7.0;7.0;3.0;2.0;2.0;4.0;5.0;5.0;4.0;3.0;5.0;1.0;1.0;2.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;91.0;3;7.0;7.0;0.0
64.0;1.0;RJ;12.0;1.0;0.0;4500.0;4.0;3.0;7.0;7.0;5.0;4.0;5.0;5.0;5.0;7.0;7.0;4.0;2.0;3.0;4.0;4.0;3.0;4.0;5.0;5.0;4.0;2.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;99.5;3;7.0;7.0;0.25
57.0;1.0;SP;9.0;0.0;1.0;2500.0;3.0;2.0;7.0;3.0;4.0;7.0;7.0;3.0;6.0;5.0;7.0;7.0;4.0;4.0;1.0;2.0;4.0;4.0;5.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;95.0;3;7.0;7.0;0.3333333333333333
60.0;1.0;RJ;12.0;1.0;0.0;2500.0;2.0;2.0;2.0;1.0;3.0;7.0;7.0;2.0;7.0;0.0;2.0;2.0;5.0;2.0;4.0;5.0;3.0;4.0;4.0;2.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;59.0;3;3.0;7.0;0.0
65.0;1.0;MG;16.0;1.0;0.0;1500.0;1.0;0.0;7.0;1.0;0.0;2.0;3.0;5.0;4.0;7.0;7.0;7.0;5.0;4.0;3.0;2.0;3.0;3.0;1.0;3.0;3.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;82.0;3;7.0;7.0;1.0
59.0;1.0;GO;14.0;1.0;1.0;2500.0;3.0;3.0;7.0;4.0;7.0;7.0;5.0;7.0;2.0;7.0;7.0;4.0;2.0;1.0;4.0;4.0;2.0;5.0;2.0;4.0;3.0;2.0;5.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;108.5;3;7.0;7.0;0.0
20.0;1.0;CE;14.0;1.0;1.0;1500.0;4.0;1.0;7.0;1.0;6.0;3.0;2.0;0.0;5.0;7.0;7.0;7.0;5.0;5.0;5.0;3.0;1.0;2.0;5.0;4.0;5.0;3.0;4.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;92.0;3;7.0;5.0;0.75
